Day of Year,Wind Speed (m/s),Wind Power (MW)
296.347,6.05,27.24
296.354,6.00,26.53
296.361,5.97,26.93
296.368,6.07,27.88
296.375,6.07,28.64
296.382,6.42,33.64
296.389,6.72,39.02
296.396,7.06,45.02
296.403,7.19,47.09
296.410,7.17,47.78
296.417,7.43,55.41
296.424,7.61,58.46
296.431,7.70,59.77
296.437,7.46,56.80
296.444,7.58,58.76
296.451,7.74,62.61
296.458,7.87,64.19
296.465,7.78,60.86
296.472,7.71,59.55
296.479,7.63,59.18
296.486,7.82,64.62
296.493,7.93,67.01
296.500,8.14,68.72
296.507,8.07,66.28
296.514,8.55,76.01
296.521,8.75,79.73
296.528,8.58,73.73
296.535,7.72,56.55
296.542,7.57,53.38
296.549,7.67,55.40
296.556,8.13,65.00
296.562,8.27,68.47
296.569,7.85,64.03
296.576,7.41,51.09
296.583,7.36,49.43
296.590,7.57,53.05
296.597,7.65,56.31
296.604,7.75,57.88
296.611,7.78,57.68
296.618,7.97,61.67
296.625,7.98,60.95
296.632,7.80,57.80
296.639,7.74,58.76
296.646,7.66,56.44
296.653,7.69,57.17
296.660,7.49,53.68
296.667,7.66,57.09
296.674,8.09,65.47
296.681,8.13,67.01
296.687,8.28,68.82
296.694,8.88,79.36
296.701,9.02,81.74
296.708,8.85,79.23
296.715,8.68,77.11
296.722,8.51,73.28
296.729,8.85,78.37
296.736,9.16,83.42
296.743,9.31,87.03
296.750,9.32,87.22
296.757,9.10,84.49
296.764,9.03,83.20
296.771,9.01,82.96
296.778,9.88,93.50
296.785,10.61,97.63
296.792,10.47,96.91
296.799,10.31,96.82
296.806,10.84,98.88
296.812,11.13,99.23
296.819,10.89,98.73
296.826,10.97,98.66
296.833,10.90,98.37
296.840,11.91,99.90
296.847,13.17,99.98
296.854,13.12,99.68
296.861,13.15,99.59
296.868,13.50,99.60
296.875,13.88,99.66
296.882,13.66,99.69
296.889,13.90,99.70
296.896,14.53,99.72
296.903,14.19,99.73
296.910,14.06,99.72
296.917,14.26,99.73
296.924,14.28,99.73
296.931,14.29,99.72
296.937,14.07,99.73
296.944,14.51,99.72
296.951,14.94,99.71
296.958,14.63,99.71
296.965,14.10,99.73
296.972,14.27,99.73
296.979,13.88,99.73
296.986,13.92,99.73
296.993,13.44,99.72
297.000,13.26,99.73
297.007,13.11,99.72
297.014,13.44,99.73
297.021,14.28,99.67
297.028,13.79,99.72
297.035,13.95,99.73
297.042,13.32,99.70
297.049,13.33,99.69
297.056,13.11,99.60
297.062,13.37,99.69
297.069,12.87,99.71
297.076,12.53,99.53
297.083,11.95,99.69
297.090,11.94,99.70
297.097,11.69,99.44
297.104,11.39,99.13
297.111,11.22,97.91
297.118,11.13,98.59
297.125,11.21,97.17
297.132,11.04,94.95
297.139,10.88,97.22
297.146,10.76,98.06
297.153,10.87,98.31
297.160,10.74,98.02
297.167,10.33,96.70
297.174,10.44,97.19
297.181,10.85,98.86
297.187,10.90,97.80
297.194,10.49,97.47
297.201,10.57,98.37
297.208,10.54,97.79
297.215,10.21,96.78
297.222,9.83,94.61
297.229,9.97,92.82
297.236,10.04,91.36
297.243,10.32,93.66
297.250,11.31,97.77
297.257,11.88,99.35
297.264,11.68,98.21
297.271,11.73,98.89
297.278,11.52,98.04
297.285,10.69,94.32
297.292,9.69,89.90
297.299,9.45,86.52
297.306,9.20,83.94
297.312,9.30,86.48
297.319,9.37,86.20
297.326,9.11,85.04
297.333,8.99,83.99
297.340,8.93,82.93
297.347,8.52,76.09
297.354,8.11,67.27
297.361,7.72,59.27
297.368,7.69,57.09
297.375,7.41,52.73
297.382,6.73,40.51
297.389,6.24,31.37
297.396,5.64,22.24
297.403,5.38,18.48
297.410,5.44,19.45
297.417,5.23,17.05
297.424,4.78,12.83
297.431,4.80,12.57
297.437,4.57,10.66
297.444,4.28,8.47
297.451,4.05,5.87
297.458,4.19,6.97
297.465,4.29,8.88
297.472,4.68,12.42
297.479,4.80,13.05
297.486,4.33,8.35
297.493,3.98,5.35
297.500,3.14,0.81
297.507,3.20,0.74
297.514,3.41,1.55
297.521,3.35,1.35
297.528,3.31,1.19
297.535,3.36,1.45
297.542,3.24,0.79
297.549,3.00,0.22
297.556,3.04,0.00
297.562,3.19,0.41
297.569,3.38,1.45
297.576,3.22,0.93
297.583,3.14,0.67
297.590,3.36,1.54
297.597,3.63,2.47
297.604,3.42,2.16
297.611,3.25,1.31
297.618,3.57,2.52
297.625,3.68,3.06
297.632,3.50,2.27
297.639,3.19,0.72
297.646,3.29,0.56
297.653,3.29,1.17
297.660,3.24,1.19
297.667,3.37,1.49
297.674,3.57,2.26
297.681,3.61,2.75
297.687,3.69,2.99
297.694,3.77,3.54
297.701,3.67,3.37
297.708,3.45,1.68
297.715,3.13,0.25
297.722,3.18,0.30
297.729,2.74,0.00
297.736,2.54,0.00
297.743,2.32,0.00
297.750,2.40,0.00
297.757,2.58,0.00
297.764,2.85,0.00
297.771,3.02,0.00
297.778,3.23,0.02
297.785,2.96,0.01
297.792,2.73,0.00
297.799,2.86,0.00
297.806,3.29,0.36
297.812,3.28,0.45
297.819,3.06,0.05
297.826,2.96,0.00
297.833,2.73,0.00
297.840,2.61,0.00
297.847,2.71,0.00
297.854,2.45,0.00
297.861,2.41,0.00
297.868,2.73,0.00
297.875,2.92,0.00
297.882,2.99,0.26
297.889,2.96,0.07
297.896,2.71,0.00
297.903,2.12,0.00
297.910,1.92,0.00
297.917,2.25,0.00
297.924,2.52,0.00
297.931,3.85,5.84
297.937,4.42,9.34
297.944,4.18,6.84
297.951,4.35,8.45
297.958,4.14,6.70
297.965,4.21,6.88
297.972,4.13,6.09
297.979,4.05,6.01
297.986,3.92,5.16
297.993,3.99,5.12
298.000,4.07,5.68
298.007,3.70,3.30
298.014,3.43,1.34
298.021,3.79,4.35
298.028,3.73,4.46
298.035,4.58,10.02
298.042,4.89,12.53
298.049,5.15,15.26
298.056,5.24,16.91
298.062,5.58,21.02
298.069,5.14,16.37
298.076,5.77,23.38
298.083,6.05,28.88
298.090,6.09,28.94
298.097,6.38,34.08
298.104,6.91,42.89
298.111,7.11,47.64
298.118,7.21,49.73
298.125,7.38,53.02
298.132,7.26,51.87
298.139,7.49,55.98
298.146,7.57,58.46
298.153,8.13,67.45
298.160,8.42,71.44
298.167,8.28,69.37
298.174,8.72,74.20
298.181,8.77,74.83
298.187,7.22,50.02
298.194,7.77,61.00
298.201,8.69,75.89
298.208,8.96,77.88
298.215,8.81,76.92
298.222,9.72,87.05
298.229,10.92,97.11
298.236,11.17,99.09
298.243,11.25,99.44
298.250,11.18,99.01
298.257,11.23,98.53
298.264,11.33,99.12
298.271,11.35,99.14
298.278,11.16,98.61
298.285,10.52,96.66
298.292,9.63,91.19
298.299,9.52,88.74
298.306,9.60,87.43
298.312,9.86,90.54
298.319,9.70,89.69
298.326,9.48,87.67
298.333,9.28,84.82
298.340,9.54,87.36
298.347,9.89,91.72
298.354,9.88,92.19
298.361,10.37,96.05
298.368,10.35,95.73
298.375,10.49,96.61
298.382,10.84,97.68
298.389,10.89,98.20
298.396,11.25,99.03
298.403,11.47,99.39
298.410,11.76,99.77
298.417,12.11,99.55
298.424,12.04,99.49
298.431,11.86,99.27
298.437,11.41,98.70
298.444,11.37,98.27
298.451,11.31,98.45
298.458,11.24,98.42
298.465,11.16,99.04
298.472,10.69,98.43
298.479,10.52,97.40
298.486,10.37,96.87
298.493,10.10,95.88
298.500,10.28,96.28
